dataset,pipeline,run_label,run_short,item_id,community_id,superclaim,ann_a_is_narr,ann_a_label_match,ann_a_confidence,ann_b_is_narr,ann_b_label_match,ann_b_confidence,merged_a,merged_b
pn,graph,pn_harm_persona_og,pog,hle_22,6,NATO's eastward expansion and provocative actions are the primary drivers of the conflict with Russia.,yes,"Anti-Europeanism and anti-Atlanticism: It was NATO that incited Ukraine to war and posed a threat to Russia, so the invasion was only an act of self-defence",5,yes,Anti-Europeanism and anti-Atlanticism: NATO is leading its members into war through its expansion and militarisation.,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_220,73,Strategic nutritional supplementation is essential to mitigate the economic and biological impacts of flash droughts on livestock.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_221,74,Aggressive investment in low-carbon transitions is more cost-effective than paying for long-term climate damages.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_222,75,Russian air defense systems are ineffective against Western cruise missiles due to technological and operational deficiencies.,yes,"Other (in-domain, no match)",2,no,,5,other,no
pn,graph,pn_harm_persona_og,pog,hle_223,76,The inclusion of LGBTQ+ themes in ceremonies signals a moral and spiritual collapse of Western society.,yes,None (out-of-domain),,yes,"Gender-based disinformation: The EU wants to destroy Christianity and national identity, promoting the ‘LGBTQ+ agenda’",5,none,match
pn,graph,pn_harm_persona_og,pog,hle_224,77,The poisoning of Ukrainian intelligence figures reveals critical security breaches and infiltration within their agencies.,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,3,no,,5,match,no
pn,graph,pn_harm_persona_og,pog,hle_225,78,The film 'The Out-Laws' is a poor quality production that fails to deliver effective comedy.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_226,79,Current global warming trends mirror prehistoric climatic optima that preceded catastrophic biodiversity loss.,yes,"Other (in-domain, no match)",4,no,,5,other,no
pn,graph,pn_harm_persona_og,pog,hle_227,80,U.S. law enforcement agencies are neglecting to combat the growth of domestic extremist propaganda and organization.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_228,81,Replacing Columbus Day with Indigenous Peoples' Day is essential for acknowledging Native American history and rights.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_229,82,Savor's thermochemical process creates a dairy-free butter alternative that replicates the chemical structure of animal butter.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_23,6,The conflict in Ukraine is a US-led proxy war designed to weaken Russia and risk a global catastrophe.,yes,Discrediting Ukraine: Ukraine is a puppet of the West,5,yes,Discrediting Ukraine: Ukraine is a puppet of the West,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_230,83,The Trumpist movement uses a facade of normalcy to legitimize and mask extremist ideologies.,yes,None (out-of-domain),,no,,5,none,no
pn,graph,pn_harm_persona_og,pog,hle_231,84,Russian forces face operational instability and a qualitative disadvantage in armored warfare against Ukraine.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_232,85,Humic and Fulvic Liquid Trace Mineral Complex is superior to alternative supplements in cellular support and value.,unclear,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_233,86,Mainstream news agencies weaponize fact-checking to suppress climate skepticism and maintain a specific narrative.,yes,Media distrust: The mainstream media consists of like-minded actors who determine the topics of conversation and the right opinion to have.,4,yes,None (out-of-domain),5,match,none
pn,graph,pn_harm_persona_og,pog,hle_234,87,US-led economic sanctions are accelerating a global transition toward multipolarity and the abandonment of Western currencies.,yes,Negative Consequences for the West: Sanctions imposed by Western countries will backfire,4,yes,"Ukraine war: Russian sanctions harm the countries implementing them, contributing to a European economic crisis.",5,match,match
pn,graph,pn_harm_persona_og,pog,hle_235,88,Climate-driven agricultural regulations and synthetic protein shifts threaten the viability of small-scale livestock farming.,unclear,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_236,89,Technological advancements will enable human space exploration to reach Venus by 2028.,yes,None (out-of-domain),5,no,,5,none,no
pn,graph,pn_harm_persona_og,pog,hle_237,90,The UAE leadership's reliance on domestic media control renders them incapable of managing international press scrutiny.,yes,None (out-of-domain),,no,,5,none,no
pn,graph,pn_harm_persona_og,pog,hle_238,91,Foreign fighters are deceived into joining the Ukrainian military through false promises of wealth and adventure.,yes,Discrediting Ukraine: Discrediting Ukrainian military,3,yes,"Other (in-domain, no match)",5,match,other
pn,graph,pn_harm_persona_og,pog,hle_239,92,The use of paleoclimate proxy data to assert unprecedented modern temperatures is scientifically unsound.,yes,"Other (in-domain, no match)",5,no,,5,other,no
pn,graph,pn_harm_persona_og,pog,hle_24,7,The Russian government employs a systematic campaign of domestic repression to eliminate dissent and control information.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_240,93,Current extreme weather patterns are the realization of long-term scientific predictions regarding climate change.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_241,94,The pursuit of peace is a moral and Christian imperative rather than a political process.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_242,95,The seizure of Russian assets to fund Ukraine is an illegal act that undermines global legal stability.,yes,"Other (in-domain, no match)",3,yes,"Other (in-domain, no match)",5,other,other
pn,graph,pn_harm_persona_og,pog,hle_243,96,Two men in Moscow acted heroically by risking their lives to rescue a girl from a fire.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_244,97,Integrating government management with grassroots governance effectively protects biological and cultural diversity.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_245,98,The US national security apparatus weaponizes anti-Russian propaganda to manipulate domestic political outcomes.,yes,"Other (in-domain, no match)",5,yes,"Other (in-domain, no match)",5,other,other
pn,graph,pn_harm_persona_og,pog,hle_246,99,The GRU utilizes specialized units to execute state-sponsored cyberattacks and develop malware targeting foreign political entities.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_247,100,"The theory of global warming is an exaggeration unsupported by empirical, local observations.",yes,Climate change and the energy crisis: global warming does not exist,5,yes,Climate change and the energy crisis: global warming does not exist,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_248,101,Artificially pumping seawater onto ice sheets during winter increases their resilience against summer melting.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_249,102,Ukraine's intelligence services are fabricating evidence in coordination with nationalist activists to deceive international media.,yes,Discrediting Ukraine: Discrediting Ukrainian nation and society,4,yes,"Other (in-domain, no match)",5,match,other
pn,graph,pn_harm_persona_og,pog,hle_25,7,"Russia utilizes state-sponsored violence, coercion, and strategic detentions as tools of geopolitical and military leverage.",no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_250,103,The planning and appeals system requires urgent reform to ensure national renewable energy targets are met.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_251,104,Rising average temperatures and greenhouse gas warming will increase global heat-related mortality.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_252,105,Kenya should eliminate visa requirements for all African citizens to boost intra-continental trade and mobility.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_253,106,A binding global treaty is necessary to ban autonomous weapons and prevent their proliferation.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_254,107,"Effective dengue outbreak reduction requires a multi-pronged strategy combining environmental control, personal protection, and systemic surveillance.",no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_255,108,Immediate stringent mandates for the auto industry are unrealistic due to systemic infrastructure and supply chain constraints.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_256,109,The profit motives of defense contractors create a moral hazard that incentivizes the prolongation of conflict.,no,,,yes,"Other (in-domain, no match)",3,no,other
pn,graph,pn_harm_persona_og,pog,hle_257,110,Global climate activists should employ mass civil disobedience and systemic disruption to force fundamental societal change.,unclear,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_258,111,Big Tech companies and global censors deliberately suppress conservative content to control the public narrative.,yes,None (out-of-domain),4,yes,None (out-of-domain),5,none,none
pn,graph,pn_harm_persona_og,pog,hle_259,112,Advanced computing and data modeling are essential for improving the accuracy of climate and atmospheric predictions.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_26,7,The Russian state frames its aggression in Ukraine as a righteous defense of civilization against Western liberal ideology.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_260,113,The global financial architecture creates an unfair economic dependency on the US dollar for non-US nations.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_261,114,Insufficient buyer investment in smallholders will cause environmental laws to fail by incentivizing deforestation.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_262,115,Public-private data-tracking partnerships create an invasive policing apparatus used to regulate social behavior.,unclear,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_263,116,"The structural diversity of BRICS economies necessitates a gradual, long-term approach to financial and monetary integration.",no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_264,117,The city's meat cap strategy is flawed because it fails to differentiate between livestock production methods.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_265,118,The systemic economic instability caused by climate change outweighs the costs of transitioning to renewable energy.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_266,119,Proposed security arrangements in Ukraine prioritize the maintenance of overseas hegemony over genuine regional peace.,yes,"Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests",4,yes,"Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests",2,match,match
pn,graph,pn_harm_persona_og,pog,hle_267,120,Corporate industrial mining activities drive urban instability and the forced displacement of local populations.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_268,121,The Russian GRU conducts state-sponsored cyber operations to undermine and interfere in foreign democratic elections.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_269,122,Thermochemical synthesis is a viable and scalable method for producing chemically identical dairy-free alternatives.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_27,8,The United States uses Ukraine as a proxy to maintain global hegemony and weaken Russia.,yes,Discrediting Ukraine: Ukraine is a puppet of the West,4,yes,Discrediting Ukraine: Ukraine is a puppet of the West,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_270,123,A mandatory fossil fuel phase-out lacks scientific justification and would trigger a global socio-economic collapse.,yes,Criticism of climate policies: Climate policies have negative impact on the economy,5,yes,Criticism of climate policies: Climate policies have negative impact on the economy,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_271,124,A former FBI official utilized a U.S. entity to facilitate money laundering for a Russian oligarch.,unclear,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_272,125,Corporate-led energy transitions via social responsibility programs are essential for achieving national net-zero and energy equity goals.,no,,,yes,None (out-of-domain),5,no,none
pn,graph,pn_harm_persona_og,pog,hle_273,126,"Current global warming patterns mirror the Eocene climatic optimum, increasing the risk of a mass extinction.",yes,"Other (in-domain, no match)",3,no,,5,other,no
pn,graph,pn_harm_persona_og,pog,hle_274,127,The shift toward synthetic food substitutes is driven by a liberal-globalist ideological agenda.,yes,Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives,5,yes,None (out-of-domain),5,match,none
pn,graph,pn_harm_persona_og,pog,hle_275,128,Current carbon market legislation inadvertently incentivizes illegal waste disposal by penalizing regulated infrastructure.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_276,129,Public figures have a moral obligation to actively support Ukraine's defense through advocacy or combat.,unclear,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_277,130,Globalist political and financial interests are coercing food retailers to replace animal products with synthetic alternatives.,yes,Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives,5,yes,None (out-of-domain),5,match,none
pn,graph,pn_harm_persona_og,pog,hle_278,131,Mayor Vasil Terziev's administration is hypocritical in its pursuit of climate neutrality goals.,unclear,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_279,132,Natural planetary and geological cycles can trigger significant cooling events independently of current warming trends.,yes,Downplaying climate change: Weather suggests the trend is global cooling,3,no,,5,match,no
pn,graph,pn_harm_persona_og,pog,hle_28,8,The United States is the primary driver of global instability and the risk of nuclear war.,yes,Blaming the war on others rather than the invader: The West are the aggressors,4,yes,None (out-of-domain),4,match,none
pn,graph,pn_harm_persona_og,pog,hle_280,133,The Russian judicial process is a fraudulent mechanism used to justify prolonged arbitrary detention.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_281,134,Russian fifth-generation aircraft are a superior alternative to the F-35 in terms of cost and capability.,yes,Praise of Russia: Praise of Russian military might,4,yes,Praise of Russia: Praise of Russian military might,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_282,135,The targeting of the Admiral Kuznetsov was driven by symbolic and propaganda goals over military necessity.,yes,Russia is the Victim: UA is anti-RU extremists,3,no,,5,match,no
pn,graph,pn_harm_persona_og,pog,hle_283,136,Mainstream American media functions as a tool of the Democratic establishment to suppress political dissent.,yes,None (out-of-domain),4,yes,Media distrust: The mainstream media consists of like-minded actors who determine the topics of conversation and the right opinion to have.,5,none,match
pn,graph,pn_harm_persona_og,pog,hle_284,137,Current carbon market legislation creates perverse incentives that undermine waste management and environmental protection.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_285,138,Regional industries in the Russian Far East are actively contributing to the military effort through advanced production.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_286,139,Removing tariffs on Ukrainian imports creates unfair competition that destabilizes the European internal market.,yes,Ukraine war: Helping Ukraine is expensive while imposing sanctions on Russia will destroy European industry.,4,yes,"Other (in-domain, no match)",4,match,other
pn,graph,pn_harm_persona_og,pog,hle_287,140,The European agricultural crisis undermines food security and fuels the rise of far-right political movements.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_288,141,Rising winter temperatures are causing significant disruptions to synchronized ecological and biological cycles.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_289,142,Athletes have a primary responsibility to use global competition to maintain visibility for their nation's conflicts.,yes,None (out-of-domain),4,no,,5,none,no
pn,graph,pn_harm_persona_og,pog,hle_29,8,"The United States employs terrorism, double standards, and illegal acts to exert geopolitical control.",yes,None (out-of-domain),4,yes,None (out-of-domain),4,none,none
pn,graph,pn_harm_persona_og,pog,hle_290,143,Republican state leaders are coordinating to penalize financial firms that prioritize ESG goals over traditional returns.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_291,144,Rising heatwave frequency destabilizes power grids by driving electricity demand beyond sustainable capacity.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_292,145,The long-term costs of climate inaction exceed the investment required for a low-carbon transition.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_293,146,The total elimination of fossil fuel combustion is necessary to prevent extreme temperatures from becoming permanent.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_294,147,Climate-driven mismatches between migration timing and food availability reduce bird breeding and survival rates.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_295,148,Conservative political pressure is transforming corporate sustainability efforts from financial assets into political liabilities.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_296,149,Private Western satellite technology effectively neutralized Russia's attempts to establish a digital blockade of Ukraine.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_297,150,Ukraine's use of cheap drone swarms creates a strategic asymmetric advantage by depleting Russia's expensive air defenses.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_298,151,Current geopolitical events are the fulfillment of biblical prophecies that signal an urgent need for spiritual salvation.,yes,None (out-of-domain),5,yes,None (out-of-domain),5,none,none
pn,graph,pn_harm_persona_og,pog,hle_299,152,The Earth's current ecological state has exceeded the safe operating limits for human civilization.,yes,Amplifying Climate Fears: Earth will be uninhabitable soon,4,yes,Amplifying Climate Fears: Earth will be uninhabitable soon,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_3,0,"Immediate, drastic reductions in emissions and systemic adaptation are necessary to prevent irreversible planetary tipping points.",no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_30,9,The burning of fossil fuels is the primary driver of a catastrophic and accelerating global climate crisis.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_300,153,Scientific intervention and active youth engagement are the essential drivers for mitigating climate change impacts.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_301,154,"The Soviet Union established Ukraine's industrial and economic foundation, which was later mismanaged by post-independence leadership.",yes,"Other (in-domain, no match)",4,yes,"Ukraine war: Ukraine is an “artificial state” that historically belonged to Russia,",4,other,match
pn,graph,pn_harm_persona_og,pog,hle_302,155,Current climate patterns have entered an accelerated warming phase that exceeds previous scientific predictions.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_303,156,Prioritizing definitive long-term data over immediate action risks missing the window for effective climate intervention.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_304,157,Ongoing climate degradation significantly increases the risk of global social collapse and mass human displacement.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_305,158,Alternative financial infrastructures are being developed to shield the hydrocarbon industry from climate-conscious investment pressures.,yes,"Other (in-domain, no match)",3,no,,5,other,no
pn,graph,pn_harm_persona_og,pog,hle_306,159,Global financial institutions are prioritizing internal risk management over collective climate action initiatives.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_307,160,Belief in human-caused global warming functions as a quasi-religious ideology rather than a scientific certainty.,yes,Climate change and the energy crisis: humans do not contribute to global warming,3,yes,"Other (in-domain, no match)",4,match,other
pn,graph,pn_harm_persona_og,pog,hle_308,161,National debt forgiveness is a necessary prerequisite for the economic development of war-torn states.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_309,162,The mass deployment of Russian FAB-3000 bombs will cause the collapse of Ukraine's aerial defense strategy.,yes,Speculating war outcomes: Ukrainian army is collapsing,4,yes,"Other (in-domain, no match)",5,match,other
pn,graph,pn_harm_persona_og,pog,hle_31,9,"Preventing climate collapse requires an urgent, aggressive, and systemic transition from fossil fuels to clean energy.",no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_310,163,The Department of Defense is covertly funding meat alternative production while publicly denying its support.,yes,"Other (in-domain, no match)",4,yes,None (out-of-domain),5,other,none
pn,graph,pn_harm_persona_og,pog,hle_311,164,The deployment of AI-controlled drone swarms dehumanizes warfare and creates severe ethical risks.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_312,165,AI-enabled drone swarms provide a strategic tactical advantage by fundamentally altering traditional battlefield dynamics.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_313,166,"The monarchy is systematically eroding traditional religious practices to implement a synthetic, universal belief system.",yes,None (out-of-domain),5,yes,None (out-of-domain),4,none,none
pn,graph,pn_harm_persona_og,pog,hle_314,167,Climate activism that ignores local economic realities and rejects government dialogue is ineffective and tone-deaf.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_315,168,Scaling national nursery production requires the adoption of industrial pulp and paper sector technologies and seed management.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_316,169,Current environmental policies are a coordinated attack on the American way of life and domestic manufacturing.,yes,Criticism of climate policies: Climate policies have negative impact on the economy,4,yes,Criticism of climate policies: Climate policies have negative impact on the economy,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_317,170,Climate protests are fraudulent operations funded by wealthy interests rather than genuine grassroots conviction.,yes,Criticism of climate movement: Climate movement is corrupt,4,yes,Criticism of climate movement: Climate movement is corrupt,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_318,171,Reports of widespread coral reef destruction and mass bleaching are exaggerated and contradicted by recovery evidence.,yes,"Other (in-domain, no match)",5,yes,"Other (in-domain, no match)",5,other,other
pn,graph,pn_harm_persona_og,pog,hle_319,172,The Roman Catholic Church is a malevolent organization conspiring to dismantle American liberties and establish a satanic global order.,yes,None (out-of-domain),5,yes,None (out-of-domain),5,none,none
pn,graph,pn_harm_persona_og,pog,hle_32,9,"There is a profound conflict regarding the feasibility, morality, and efficacy of the global energy transition.",yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",5,other,other
pn,graph,pn_harm_persona_og,pog,hle_320,173,AI for science creates a symbiotic relationship between solving global challenges and driving commercial growth.,no,,,yes,None (out-of-domain),5,no,none
pn,graph,pn_harm_persona_og,pog,hle_321,174,Renewable energy infrastructure projects negatively impact the survival of protected wildlife species.,unclear,,,yes,Controversy about green technologies: Renewable energy is dangerous,5,no,match
pn,graph,pn_harm_persona_og,pog,hle_322,175,The New York Times is manipulating evidence to manufacture a false narrative about vanilla extinction.,yes,Climate change and the energy crisis: Traditional media spread climate panic through false news and/or manipulated images,5,yes,"Other (in-domain, no match)",5,match,other
pn,graph,pn_harm_persona_og,pog,hle_323,176,Advocates for population-level bioengineering should be subject to military prosecution as enemy combatants.,yes,None (out-of-domain),5,unclear,,1,none,no
pn,graph,pn_harm_persona_og,pog,hle_324,177,Transitioning from landfills to integrated treatment facilities is necessary to comply with modern environmental legislation.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_325,178,Uttarakhand's mountain regions are experiencing unprecedented temperature increases compared to historical norms.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_326,179,U.S. energy companies are expanding LNG capacity to maximize profits from high global energy prices.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_327,180,Integrated cross-jurisdictional governance of water basins is essential to prevent environmental and humanitarian disasters.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_328,181,The United States public is subjected to an information blockade regarding the reality of the conflict.,yes,Media distrust: Western media is spreading fake news about the war in Ukraine.,4,unclear,,5,match,no
pn,graph,pn_harm_persona_og,pog,hle_329,182,Current geopolitical conflicts disproportionately benefit the US defense industry over European defense enterprises.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_33,10,Globalist elites use climate change as a fraudulent pretext to establish a totalitarian world government.,yes,Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives,5,yes,Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_330,183,Industrial mining activities can cause geological instability that leads to the displacement of urban populations.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_331,184,Russian state reports on high-profile deaths are fabrications designed to conceal political assassinations.,unclear,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_332,185,Fossil fuel lobbyist influence in UN climate negotiations undermines the effectiveness of global environmental agreements.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_333,186,Right-wing populist leaders are establishing a coordinated international alliance to sustain their ideological influence.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_334,187,The food industry will not voluntarily adopt transparency measures that threaten the profitability of high-emission products.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_335,188,Regional livestock production requires innovative resource management and drought-resistant forage to ensure its long-term survival.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_336,189,Executive political authority should prioritize strategic energy goals over technical or regulatory environmental objections.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_337,190,The British Royal Family's official expenditures are exceeding their allocated taxpayer-funded budget.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_338,191,The strike on the Okhmatdet children's hospital was caused by a malfunctioning Ukrainian NASAMS missile.,yes,Discrediting Ukraine: Discrediting Ukrainian military,4,yes,"Other (in-domain, no match)",4,match,other
pn,graph,pn_harm_persona_og,pog,hle_339,192,The perceived effectiveness of Western weaponry is inflated by short-term successes that are quickly neutralized.,yes,"Discrediting the West, Diplomacy: The West is weak",5,yes,"Other (in-domain, no match)",5,match,other
pn,graph,pn_harm_persona_og,pog,hle_34,10,Environmental policies are strategic tools used to seize control of food systems and human mobility.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",4,other,other
pn,graph,pn_harm_persona_og,pog,hle_340,193,Certain Indo-Pacific nations are facilitating the expansion of Western military influence within Asia.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_341,194,Russia's strategy of import substitution and domestic technological development is superior to reliance on globalized ecosystems.,yes,"Other (in-domain, no match)",3,no,,5,other,no
pn,graph,pn_harm_persona_og,pog,hle_342,195,Elevated ambient temperatures increase the risk of abnormal brain activity in people with epilepsy.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_343,196,Corporate profit motives are fundamentally incompatible with genuine climate mitigation and environmental accountability.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_344,197,Democratic systems are inherently incapable of prevailing over dictatorial regimes.,yes,None (out-of-domain),4,no,,3,none,no
pn,graph,pn_harm_persona_og,pog,hle_345,198,The current global climate negotiation model is an ineffective system dominated by the interests of the Global North.,yes,Green policies are geopolitical instruments: Climate-related international relations are abusive/exploitative,4,no,,5,match,no
pn,graph,pn_harm_persona_og,pog,hle_346,199,Immediate temperature stabilization is required to prevent the onset of an unpredictable and dangerous climatic state.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_347,200,The European Union has committed a strategic error by arming a Nazi-influenced state.,yes,Ukraine war: Ukraine as a dangerous and Nazi-filled country.,4,yes,Ukraine war: Ukraine as a dangerous and Nazi-filled country.,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_348,201,NATO air defense systems are insufficient to counter Russian heavy glide bombs.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",5,other,other
pn,graph,pn_harm_persona_og,pog,hle_349,202,International diplomatic organizers are intentionally marginalizing the Ukrainian leadership's agenda to restrict the scope of negotiations.,yes,"Discrediting the West, Diplomacy: West is tired of Ukraine",2,no,,5,match,no
pn,graph,pn_harm_persona_og,pog,hle_35,10,High-profile climate activists and global philanthropists are manufactured agents serving the interests of a hidden elite.,yes,Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives,4,yes,Institutional distrust: “evil elite” secretly controls the world,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_350,203,The current Ukrainian political order was established through an illegal coup d'état.,yes,"Other (in-domain, no match)",3,yes,"Other (in-domain, no match)",5,other,other
pn,graph,pn_harm_persona_og,pog,hle_351,204,Russian air defense networks are compromised by the inadequate skill and qualification of their military operators.,yes,Speculating war outcomes: Russian army is collapsing,4,no,,5,match,no
pn,graph,pn_harm_persona_og,pog,hle_352,205,Older Western missile technology can effectively bypass and defeat modern Russian air defense systems.,yes,Overpraising the West: NATO will destroy Russia,4,no,,5,match,no
pn,graph,pn_harm_persona_og,pog,hle_353,206,The Russian presidential election is a predetermined process that lacks genuine democratic legitimacy.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_354,207,The movie's narrative structure and comedic approach are fundamentally flawed.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_355,208,Climate activism tactics are destructive stunts rather than legitimate forms of political expression.,yes,"Other (in-domain, no match)",3,yes,"Other (in-domain, no match)",5,other,other
pn,graph,pn_harm_persona_og,pog,hle_356,209,Supporting independent media is essential for the continued dissemination of environmental and social sustainability ideas.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_357,210,Far-right and neo-Nazi extremist platforms weaponize climate denialist misinformation to advance their agendas.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_358,211,A strong upper-level ridge of high pressure is driving the current extreme heat event.,yes,"Other (in-domain, no match)",4,no,,5,other,no
